l_hip,l_knee,l_ankle,r_hip,r_knee,r_ankle,l_shoulder,l_elbow,r_shoulder,r_elbow,rad_l_hip,rad_l_knee,rad_l_ankle,rad_r_hip,rad_r_knee,rad_r_ankle,rad_l_shoulder,rad_l_elbow,rad_r_shoulder,rad_r_elbow
69.78245683559484,235.08283511135986,98.73470805304585,69.78245683559484,235.08283511135986,98.73470805304585,64.96972200443898,322.8839293193213,64.96972200443898,322.8839293193213,1.2179336319119534,4.10296948761616,1.72324574152101,1.2179336319119534,4.10296948761616,1.72324574152101,1.13393556308287,5.63538766839881,1.13393556308287,5.63538766839881
69.02837757059133,235.00370263161588,99.16791979779259,69.02837757059133,235.00370263161588,99.16791979779259,65.76233247982708,322.08271331835755,65.76233247982708,322.08271331835755,1.2047724659166232,4.10158836529936,1.73080671282515,1.2047724659166232,4.10158836529936,1.73080671282515,1.14776922556419,5.62140381116233,1.14776922556419,5.62140381116233
68.26848872054398,234.9274560905636,99.60405518889269,68.26848872054398,234.9274560905636,99.60405518889269,66.54110735416032,321.3118366672519,66.54110735416032,321.3118366672519,1.1915099035341035,4.10025761211474,1.73841871138432,1.1915099035341035,4.10025761211474,1.73841871138432,1.16136141125311,5.60794947547379,1.16136141125311,5.60794947547379
67.50275158867738,234.8541948000266,100.04305361129607,67.50275158867738,234.8541948000266,100.04305361129607,67.30687288449724,320.5696499108936,67.30687288449724,320.5696499108936,1.1781452693782533,4.09897896138061,1.74608067926632,1.1781452693782533,4.09897896138061,1.74608067926632,1.17472654105577,5.59499587291064,1.17472654105577,5.59499587291064
66.7311302843326,234.7840185644871,100.48485115118083,66.7311302843326,234.7840185644871,100.48485115118083,68.06035940376363,319.85468835389906,68.06035940376363,319.85468835389906,1.1646779370389035,4.09775415501379,1.75379150096452,1.1646779370389035,4.09775415501379,1.75379150096452,1.18787736168636,5.5825174397159,1.18787736168636,5.5825174397159
65.95359183090477,234.71702763781553,100.92938053127945,65.95359183090477,234.71702763781553,100.92938053127945,68.80221518255522,319.16564513483894,68.80221518255522,319.16564513483894,1.1511073309657234,4.09658494277441,1.76155000226909,1.1511073309657234,4.09658494277441,1.76155000226909,1.20082518760122,5.57049136685476,1.20082518760122,5.57049136685476
65.17010627239685,234.65332267800187,101.37657104960151,65.17010627239685,234.65332267800187,101.37657104960151,69.5330177874944,318.5013491639342,69.5330177874944,318.5013491639342,1.1374329283279336,4.09547308147581,1.76935494919751,1.1374329283279336,4.09547308147581,1.76935494919751,1.21358009923956,5.55889721495474,1.21358009923956,5.55889721495474
64.38064677819108,234.5930046998893,101.8263485219197,64.38064677819108,234.5930046998893,101.8263485219197,70.2532834682687,317.86074689090435,70.2532834682687,317.86074689090435,1.1236542608429136,4.0944203341596,1.77720504699076,1.1236542608429136,4.0944203341596,1.77720504699076,1.22615110685819,5.54771659609461,1.22615110685819,5.54771659609461
63.58518974564227,234.53617502595606,102.27863522840157,63.58518974564227,234.53617502595606,102.27863522840157,70.96347497670165,317.24288711971974,70.96347497670165,317.24288711971974,1.1097709165667933,4.09342846923663,1.78509893918187,1.1097709165667933,4.09342846923663,1.78509893918187,1.23854628700005,5.53693290877182,1.23854628700005,5.53693290877182
62.78371490007282,234.48293523516767,102.73334986475982,62.78371490007282,234.48293523516767,102.73334986475982,71.66400812710917,316.64690826973924,71.66400812710917,316.64690826973924,1.0957825416396934,4.0924992595943,1.79303520674333,1.0957825416396934,4.0924992595943,1.79303520674333,1.25077289699403,5.52653111556741,1.25077289699403,5.52653111556741
61.97620539173647,234.43338710995621,103.19040749830745,61.97620539173647,234.43338710995621,103.19040749830745,72.35525733755725,316.0720276179141,72.35525733755725,316.0720276179141,1.0816888419780635,4.09163448167117,1.80101236732011,1.0816888419780635,4.09163448167117,1.80101236732011,1.26283747166816,5.51649755538705,1.26283747166816,5.51649755538705
61.16264788931822,234.38763258137615,103.6497195293056,61.16264788931822,234.38763258137615,103.6497195293056,73.03756033950846,315.51753215799204,73.03756033950846,315.51753215799204,1.0674895849065633,4.09083591449975,1.80902887455505,1.0674895849065633,4.09083591449975,1.80902887455505,1.27474590554845,5.50681978392405,1.27474590554845,5.50681978392405
60.34303266951062,234.3457736725018,104.11119365798744,60.34303266951062,234.3457736725018,104.11119365798744,73.71122220386127,314.9827707893067,73.71122220386127,314.9827707893067,1.0531846007214636,4.0901053387186,1.81708311751332,1.0531846007214636,4.0901053387186,1.81708311751332,1.28650352312653,5.49748643732802,1.28650352312653,5.49748643732802
59.51735370221528,234.30791244015006,104.57473385763433,59.51735370221528,234.30791244015006,104.57473385763433,74.37651880122431,314.4671476063178,74.37651880122431,314.4671476063178,1.0387737841776934,4.0894445355552,1.82517342021251,1.0387737841776934,4.0894445355552,1.82517342021251,1.29811513925283,5.48848711508525,1.29811513925283,5.48848711508525
58.68560873090732,234.27415091500484,105.040240354088,58.68560873090732,234.27415091500484,105.040240354088,75.03369979096327,313.9701161053183,75.03369979096327,313.9701161053183,1.0242570958914636,4.08885528578092,1.83329804126505,1.0242570958914636,4.08885528578092,1.83329804126505,1.30958511130529,5.47981227890668,1.30958511130529,5.47981227890668
57.847799347697155,234.2445910402453,105.50760961205746,57.847799347697155,234.2445910402453,105.50760961205746,75.68299121542665,313.49117415994164,75.68299121542665,313.49117415994164,1.0096345636503434,4.08833936863989,1.84145517363922,1.0096345636503434,4.08833936863989,1.84145517363922,1.32091738446714,5.47145316503395,1.32091738446714,5.47145316503395
57.0039310626214,234.21933460879114,105.9767343285867,57.0039310626214,234.21933460879114,105.9767343285867,76.32459776151154,313.0298596447285,76.32459776151154,313.0298596447285,0.9949062836226132,4.08789856075371,1.84964294454514,0.9949062836226132,4.08789856075371,1.84964294454514,1.33211553119867,5.46340170785624,1.33211553119867,5.46340170785624
56.154013366713336,234.19848319926976,106.4475034340166,56.154013366713336,234.19848319926976,106.4475034340166,76.95870474048664,312.5857466079102,76.95870474048664,312.5857466079102,0.9800724214580536,4.08753463500388,1.85785941545156,0.9800724214580536,4.08753463500388,1.85785941545156,1.34318278579166,5.45565047311273,1.34318278579166,5.45565047311273
