HL_HFE,HL_KFE,FL_HFE,FL_KFE,HR_HFE,HR_KFE,FR_HFE,FR_KFE
-38.114802812379395,89.0577763601447,48.84340766667421,-90.15054641374408,-50.808684272674725,89.92673458182807,64.62996903282989,-101.74018171111054
-37.905990285763316,89.00464641279991,49.02035692881266,-90.13692019165484,-50.63887979382061,89.95260458874758,64.71702104168106,-103.15074203691354
-37.6967170716971,88.95033052568823,49.196632175272235,-90.12210908944648,-50.46836659325995,89.97728970077021,64.77055843460128,-104.5348826171359
-37.48698655672059,88.89482858976119,49.372229649683526,-90.10611310819685,-50.297148347759226,90.00078992343082,63.687386477720636,-105.31207283914593
-37.27680210526828,88.83814048807665,49.54714560381012,-90.0889322486254,-50.12522874500373,90.02310526097676,61.98693449156004,-105.7123338407925
-37.066167059132674,88.78026609544013,49.72137629794964,-90.07056651099049,-49.95261148323967,90.0442357165187,60.21743986219489,-106.0135077773616
-36.85508473692903,88.72120527803787,49.89491800132846,-90.05101589497926,-49.77930027090923,90.06418129217381,58.38283457424728,-106.21515954753512
-36.64355843356126,88.66095789306222,50.067766992489965,-90.03028039958974,-49.6052988262784,90.08294198920119,56.487303122833325,-106.31698867121618
-36.431591419689234,88.59952378832874,50.239919559675634,-90.00836002300551,-49.43061087705787,90.10051780812996,54.53523171378725,-106.31884059924646
-36.219186941197556,88.53690280188556,50.41137200119973,-89.98525476246256,-49.25524016001734,90.11690874887955,52.53115049258554,-106.22071250333852
-36.00634821866564,88.47309476161436,50.58212062581649,-89.9609646141088,-49.07919042059281,90.13211481087244,51.054593795907856,-105.00093045108866
-35.793078446839495,88.40809948482341,50.752161753080564,-89.93548957285581,-48.90246541248762,90.14613599313928,49.587075646554126,-103.7536052963626
-35.579380794104864,88.34191677783234,50.92149171369986,-89.90882963222292,-48.72506889726694,90.15897229441651,48.12792101496208,-102.47860754538591
-35.36525840196198,88.27454643554873,51.09010684988112,-89.88098478417383,-48.54700464394601,90.17062371323627,46.67641725303692,-101.17573725331744
-35.150714384501995,88.20598824103648,51.258003515668044,-89.85195501894556,-48.36827642857226,90.18109024800872,45.23181492875798,-99.8447202259391
-34.93575182788496,88.13624196507574,51.425178077271575,-89.82174032486981,-48.18888803380146,90.19037189709678,43.79332800781536,-98.48520367225642
-34.72037378981948,88.0653073657146,51.591626913392524,-89.79034068818657,-48.008843248468,90.19846865888334,42.72782174623797,-97.17735549341185
-34.50458329904406,87.9931841878122,51.75734641553632,-89.75775609285039,-47.828145867149416,90.20538053183076,42.390918255835196,-96.01233956368338
-34.28838335481008,87.91987216257348,51.92233298831967,-89.72398652032867,-47.646799689725476,90.21110751453276,42.041433422713375,-94.83405771952157
-34.07177692636657,87.84537100707533,52.08658304976921,-89.68903194939266,-47.46480852093163,90.21564960575887,41.679335411830095,-93.6420903019605
-33.85476695244646,87.76968042378404,52.250093031611726,-89.65289235590059,-47.28217616990749,90.2190068044911,41.30456866954141,-92.43598547134756
-33.63735634075478,87.69280010006413,52.41285937955641,-89.61556771257325,-47.09890644973983,90.22117910995308,40.91705293469464,-91.21525666101115
-33.41954796745836,87.61472970767842,52.57487855356808,-89.57705798876196,-46.91500317700091,90.22216652163164,40.51668206802915,-89.97937970666372
